name,diff_t_end_h,diff_coverage_time_h,diff_coverage_auc_hxfraction,diff_max_coverage_fraction,diff_max_overdose_fraction,diff_first_coverage_h,diff_last_coverage_h,pk_t_end_h,pk_time_in_therapeutic_h,pk_frac_time_in_therapeutic,pk_time_above_toxic_h,pk_mean_Cbrain,pk_max_Cbrain
robust_00,48.0,8.5,0.42800000000000005,0.072,0.01953125,7.666666666666667,16.083333333333332,24.0,9.795568263045032,0.40814867762687634,0.0,0.039038523572837214,0.08646865757254332
robust_01,48.0,8.583333333333334,0.48800000000000004,0.088,0.01611328125,7.083333333333333,15.583333333333334,24.0,9.795568263045032,0.40814867762687634,0.0,0.039038523572837214,0.08646865757254332
robust_02,48.0,0.0,0.0,0.0,0.0185546875,,,24.0,9.795568263045032,0.40814867762687634,0.0,0.039038523572837214,0.08646865757254332
robust_03,48.001289691697686,0.0,0.0,0.0,0.009765625,,,24.0,9.795568263045032,0.40814867762687634,0.0,0.039038523572837214,0.08646865757254332
robust_04,48.0,12.916666666666666,1.7780000000000002,0.216,0.03466796875,7.333333333333333,20.166666666666668,24.0,9.795568263045032,0.40814867762687634,0.0,0.039038523572837214,0.08646865757254332
robust_05,48.0,0.0,0.0,0.0,0.0205078125,,,24.0,9.795568263045032,0.40814867762687634,0.0,0.039038523572837214,0.08646865757254332
robust_06,48.0,0.0,0.0,0.0,0.02734375,,,24.0,9.795568263045032,0.40814867762687634,0.0,0.039038523572837214,0.08646865757254332
robust_07,48.0,7.166666666666667,0.252,0.056,0.029296875,10.166666666666666,17.25,24.0,9.795568263045032,0.40814867762687634,0.0,0.039038523572837214,0.08646865757254332
robust_08,48.0,7.0,0.23866666666666667,0.056,0.0224609375,9.25,16.166666666666668,24.0,9.795568263045032,0.40814867762687634,0.0,0.039038523572837214,0.08646865757254332
robust_09,48.0,0.0,0.0,0.0,0.01220703125,,,24.0,9.795568263045032,0.40814867762687634,0.0,0.039038523572837214,0.08646865757254332
robust_10,48.0,0.0,0.0,0.0,0.01220703125,,,24.0,9.795568263045032,0.40814867762687634,0.0,0.039038523572837214,0.08646865757254332
robust_11,48.0,0.0,0.0,0.0,0.01904296875,,,24.0,9.795568263045032,0.40814867762687634,0.0,0.039038523572837214,0.08646865757254332
robust_12,48.000703823110186,9.345463228682501,0.7305856867896356,0.112,0.01416015625,6.476242061981734,15.739727543044214,24.0,9.795568263045032,0.40814867762687634,0.0,0.039038523572837214,0.08646865757254332
robust_13,48.0,10.75,0.9286666666666669,0.144,0.02978515625,8.0,18.666666666666668,24.0,9.795568263045032,0.40814867762687634,0.0,0.039038523572837214,0.08646865757254332
robust_14,48.0,0.0,0.0,0.0,0.01904296875,,,24.0,9.795568263045032,0.40814867762687634,0.0,0.039038523572837214,0.08646865757254332
robust_15,48.0,0.0,0.0,0.0,0.0234375,,,24.0,9.795568263045032,0.40814867762687634,0.0,0.039038523572837214,0.08646865757254332
robust_16,48.0,0.0,0.0,0.0,0.01611328125,,,24.0,9.795568263045032,0.40814867762687634,0.0,0.039038523572837214,0.08646865757254332
robust_17,48.0,3.1666666666666665,0.064,0.024,0.01611328125,11.0,14.083333333333334,24.0,9.795568263045032,0.40814867762687634,0.0,0.039038523572837214,0.08646865757254332
